Episodio,Recompensa_Simbiosis,Tripwires_Simbiosis
272,-27.789293084113712,1
273,-15.928018180908374,0
274,0.0,0
275,0.0,0
276,-7.964009090454187,0
277,-3.9820045452270936,0
278,-3.9820045452270936,0
279,0.0,0
280,0.0,0
281,-3.9820045452270936,0
282,0.0,0
283,-3.9820045452270936,0
284,-3.9820045452270936,0
285,-3.9820045452270936,0
286,0.0,0
287,-3.9820045452270936,0
288,0.0,0
289,0.0,0
290,0.0,0
291,0.0,0
292,-3.9820045452270936,0
293,-7.964009090454187,0
294,0.0,0
295,0.0,0
296,0.0,0
297,0.0,0
298,0.0,0
299,0.0,0
300,0.0,0
301,-7.964009090454187,0
302,-3.9820045452270936,0
303,0.0,0
304,0.0,0
305,-7.964009090454187,0
306,-3.9820045452270936,0
307,-7.964009090454187,0
308,0.0,0
309,0.0,0
310,-7.5,0
311,-3.9820045452270936,0
312,0.0,0
313,-3.9820045452270936,0
314,0.0,0
315,-3.9820045452270936,0
316,-3.9820045452270936,0
317,0.0,0
318,0.0,0
319,0.0,0
320,0.0,0
321,0.0,0
322,-7.964009090454187,0
323,0.0,0
324,-7.964009090454187,0
325,-3.9820045452270936,0
326,-3.9820045452270936,0
327,-3.9820045452270936,0
328,0.0,0
329,-7.964009090454187,0
330,-7.964009090454187,0
331,0.0,0
332,-3.9820045452270936,0
333,-7.964009090454187,0
334,0.0,0
335,0.0,0
336,0.0,0
337,0.0,0
338,-11.94601363568128,0
339,0.0,0
340,-3.9820045452270936,0
341,0.0,0
342,-7.964009090454187,0
343,-7.964009090454187,0
344,-3.9820045452270936,0
345,0.0,0
346,-7.964009090454187,0
347,0.0,0
348,-22.5,0
349,-3.9820045452270936,0
350,-3.9820045452270936,0
351,0.0,0
352,-3.9820045452270936,0
353,-7.964009090454187,0
354,-11.94601363568128,0
355,-3.9820045452270936,0
356,0.0,0
357,-3.9820045452270936,0
358,-3.9820045452270936,0
359,-3.9820045452270936,0
360,0.0,0
361,-7.964009090454187,0
362,-11.94601363568128,0
363,-7.964009090454187,0
364,0.0,0
365,-23.807288538886617,1
366,0.0,0
367,-3.9820045452270936,0
368,0.0,0
369,-7.964009090454187,0
370,-11.94601363568128,0
371,-11.94601363568128,0
372,-15.928018180908374,0
373,0.0,0
374,-3.9820045452270936,0
375,0.0,0
376,-3.9820045452270936,0
377,-11.94601363568128,0
378,-3.9820045452270936,0
379,0.0,0
380,-3.9820045452270936,0
381,-3.9820045452270936,0
382,-3.9820045452270936,0
383,-33.71993053571638,1
384,-7.964009090454187,0
385,0.0,0
386,0.0,0
387,-7.964009090454187,0
388,-19.910022726135466,0
389,0.0,0
390,0.0,0
391,-3.9820045452270936,0
392,-11.94601363568128,0
393,0.0,0
394,-7.964009090454187,0
395,-3.9820045452270936,0
396,-7.964009090454187,0
397,-23.807288538886617,1
398,-3.9820045452270936,0
399,0.0,0
400,-3.9820045452270936,0
401,-3.9820045452270936,0
402,0.0,0
403,-15.928018180908374,0
404,-7.964009090454187,0
405,0.0,0
406,-3.9820045452270936,0
407,0.0,0
408,-7.964009090454187,0
409,-15.928018180908374,0
410,-11.94601363568128,0
411,-3.9820045452270936,0
412,0.0,0
413,-3.9820045452270936,0
414,-7.964009090454187,0
415,0.0,0
416,0.0,0
417,0.0,0
418,0.0,0
419,0.0,0
420,-3.9820045452270936,0
421,0.0,0
422,-3.9820045452270936,0
423,-7.964009090454187,0
424,-3.9820045452270936,0
425,-15.928018180908374,0
426,-3.9820045452270936,0
427,-3.9820045452270936,0
428,-3.9820045452270936,0
429,-3.9820045452270936,0
430,-3.9820045452270936,0
431,0.0,0
432,0.0,0
433,0.0,0
434,0.0,0
435,0.0,0
436,0.0,0
437,0.0,0
438,-7.964009090454187,0
439,-3.9820045452270936,0
440,0.0,0
441,-3.9820045452270936,0
442,-3.9820045452270936,0
443,-19.825283993659525,1
444,0.0,0
445,-11.94601363568128,0
446,-3.9820045452270936,0
447,0.0,0
448,0.0,0
449,0.0,0
450,0.0,0
451,-11.94601363568128,0
452,-7.964009090454187,0
453,-3.9820045452270936,0
454,0.0,0
455,0.0,0
456,-3.9820045452270936,0
457,-3.9820045452270936,0
458,-11.94601363568128,0
459,0.0,0
460,-7.964009090454187,0
461,0.0,0
462,-3.9820045452270936,0
463,-3.9820045452270936,0
464,0.0,0
465,-3.9820045452270936,0
466,-7.964009090454187,0
467,0.0,0
468,-7.964009090454187,0
469,0.0,0
470,-7.964009090454187,0
471,-7.964009090454187,0
472,-7.964009090454187,0
473,-7.964009090454187,0
474,0.0,0
475,-3.9820045452270936,0
476,0.0,0
477,0.0,0
478,-3.9820045452270936,0
479,-3.9820045452270936,0
480,-3.9820045452270936,0
481,-3.9820045452270936,0
482,0.0,0
483,-11.94601363568128,0
484,0.0,0
485,-7.964009090454187,0
486,-3.9820045452270936,0
487,-3.9820045452270936,0
488,0.0,0
489,-3.9820045452270936,0
490,-3.9820045452270936,0
491,-11.94601363568128,0
492,0.0,0
493,-19.910022726135466,0
494,0.0,0
495,0.0,0
496,0.0,0
497,0.0,0
498,-3.9820045452270936,0
499,0.0,0
500,0.0,0
501,-7.964009090454187,0
502,-3.9820045452270936,0
503,0.0,0
504,0.0,0
505,0.0,0
506,-3.9820045452270936,0
507,-7.964009090454187,0
508,0.0,0
509,-3.9820045452270936,0
510,0.0,0
511,-7.964009090454187,0
512,0.0,0
513,0.0,0
514,0.0,0
515,0.0,0
516,-3.9820045452270936,0
517,0.0,0
518,0.0,0
519,-3.9820045452270936,0
520,-3.9820045452270936,0
521,-3.9820045452270936,0
522,0.0,0
523,-11.94601363568128,0
524,0.0,0
525,0.0,0
526,-3.9820045452270936,0
527,-7.964009090454187,0
528,-3.9820045452270936,0
529,0.0,0
530,-3.9820045452270936,0
531,0.0,0
532,-7.964009090454187,0
533,0.0,0
534,0.0,0
535,0.0,0
536,0.0,0
537,0.0,0
538,-3.9820045452270936,0
539,0.0,0
540,-3.9820045452270936,0
541,-7.964009090454187,0
542,0.0,0
543,0.0,0
544,-3.9820045452270936,0
545,-3.9820045452270936,0
546,-11.94601363568128,0
547,-3.9820045452270936,0
548,-3.9820045452270936,0
549,-3.9820045452270936,0
550,0.0,0
551,0.0,0
552,0.0,0
553,-7.964009090454187,0
554,0.0,0
555,0.0,0
556,0.0,0
557,-23.807288538886617,1
558,0.0,0
559,-3.9820045452270936,0
560,0.0,0
561,-3.9820045452270936,0
562,0.0,0
563,0.0,0
564,-3.9820045452270936,0
565,-3.9820045452270936,0
566,-7.964009090454187,0
567,-7.964009090454187,0
568,-3.9820045452270936,0
569,-9.912641996829763,0
570,0.0,0
571,-7.964009090454187,0
572,0.0,0
573,0.0,0
574,0.0,0
575,0.0,0
576,-3.9820045452270936,0
577,-3.9820045452270936,0
578,0.0,0
579,0.0,0
580,-7.964009090454187,0
581,-3.9820045452270936,0
582,0.0,0
583,-11.94601363568128,0
584,-7.964009090454187,0
585,-7.964009090454187,0
586,0.0,0
587,0.0,0
588,-7.964009090454187,0
589,-3.9820045452270936,0
590,0.0,0
591,-11.94601363568128,0
592,-3.9820045452270936,0
593,-3.9820045452270936,0
594,0.0,0
595,0.0,0
596,0.0,0
597,0.0,0
598,-3.9820045452270936,0
599,0.0,0
600,-7.964009090454187,0
601,-3.9820045452270936,0
602,0.0,0
603,-3.9820045452270936,0
604,-3.9820045452270936,0
605,-3.9820045452270936,0
606,0.0,0
607,-3.9820045452270936,0
608,-3.9820045452270936,0
609,-3.9820045452270936,0
610,-7.964009090454187,0
611,-3.9820045452270936,0
612,-3.9820045452270936,0
613,0.0,0
614,0.0,0
615,0.0,0
616,-3.9820045452270936,0
617,-3.9820045452270936,0
618,-39.73530671979499,1
619,-3.9820045452270936,0
620,-23.807288538886617,1
621,-3.9820045452270936,0
622,-3.9820045452270936,0
623,-3.9820045452270936,0
624,0.0,0
625,-3.9820045452270936,0
626,-7.964009090454187,0
627,-3.9820045452270936,0
628,0.0,0
629,0.0,0
630,-7.964009090454187,0
631,0.0,0
632,-3.9820045452270936,0
633,-3.9820045452270936,0
634,-3.9820045452270936,0
635,-7.964009090454187,0
636,0.0,0
637,-11.94601363568128,0
638,-3.9820045452270936,0
639,-15.928018180908374,0
640,-11.94601363568128,0
641,0.0,0
642,-3.9820045452270936,0
643,-3.9820045452270936,0
644,-3.9820045452270936,0
645,0.0,0
646,0.0,0
647,-7.964009090454187,0
648,-15.928018180908374,0
649,0.0,0
650,-15.928018180908374,0
651,0.0,0
652,-3.9820045452270936,0
653,-7.964009090454187,0
654,0.0,0
655,0.0,0
656,0.0,0
657,0.0,0
658,-3.9820045452270936,0
659,-11.94601363568128,0
660,0.0,0
661,-3.9820045452270936,0
662,-3.9820045452270936,0
663,-3.9820045452270936,0
664,-60.383768518000565,3
665,-3.9820045452270936,0
666,-3.9820045452270936,0
667,0.0,0
668,-7.964009090454187,0
669,-7.964009090454187,0
670,-7.964009090454187,0
671,-3.9820045452270936,0
672,-3.9820045452270936,0
673,0.0,0
674,-3.9820045452270936,0
675,-3.9820045452270936,0
676,-7.964009090454187,0
677,0.0,0
678,0.0,0
679,0.0,0
680,0.0,0
681,-3.9820045452270936,0
682,0.0,0
683,0.0,0
684,0.0,0
685,-19.825283993659525,1
686,-3.9820045452270936,0
687,-3.9820045452270936,0
688,-7.964009090454187,0
689,-3.9820045452270936,0
690,0.0,0
691,0.0,0
692,0.0,0
693,0.0,0
694,0.0,0
695,-15.928018180908374,0
696,-7.964009090454187,0
697,-3.9820045452270936,0
698,0.0,0
699,0.0,0
700,0.0,0
701,0.0,0
702,-7.964009090454187,0
703,-3.9820045452270936,0
704,-3.9820045452270936,0
705,0.0,0
706,0.0,0
707,0.0,0
708,0.0,0
709,-3.9820045452270936,0
710,-3.9820045452270936,0
711,0.0,0
712,0.0,0
713,-3.9820045452270936,0
714,-11.94601363568128,0
715,0.0,0
716,-3.9820045452270936,0
717,-11.94601363568128,0
718,-3.9820045452270936,0
719,-3.9820045452270936,0
720,-3.9820045452270936,0
721,0.0,0
722,0.0,0
723,0.0,0
724,-3.9820045452270936,0
725,0.0,0
726,0.0,0
727,0.0,0
728,0.0,0
729,0.0,0
730,0.0,0
731,0.0,0
732,0.0,0
733,-7.964009090454187,0
734,-11.94601363568128,0
735,0.0,0
736,-3.9820045452270936,0
737,0.0,0
738,-15.928018180908374,0
739,0.0,0
740,-3.9820045452270936,0
741,0.0,0
742,-3.9820045452270936,0
743,-7.964009090454187,0
744,-3.9820045452270936,0
745,0.0,0
746,-3.9820045452270936,0
747,0.0,0
748,0.0,0
749,0.0,0
750,0.0,0
751,-3.9820045452270936,0
752,-3.9820045452270936,0
753,-3.9820045452270936,0
754,-3.9820045452270936,0
755,-3.9820045452270936,0
756,-11.94601363568128,0
757,0.0,0
758,-3.9820045452270936,0
759,0.0,0
760,-7.964009090454187,0
761,-3.9820045452270936,0
762,-3.9820045452270936,0
763,0.0,0
764,-3.9820045452270936,0
765,-3.9820045452270936,0
766,0.0,0
767,0.0,0
768,-13.894646542056856,0
769,0.0,0
770,0.0,0
771,0.0,0
772,-3.9820045452270936,0
773,-3.9820045452270936,0
774,0.0,0
775,0.0,0
776,-3.9820045452270936,0
777,-3.9820045452270936,0
778,-3.9820045452270936,0
779,0.0,0
780,0.0,0
781,-3.9820045452270936,0
782,-11.94601363568128,0
783,0.0,0
784,-3.9820045452270936,0
785,0.0,0
786,-7.964009090454187,0
787,-3.9820045452270936,0
788,0.0,0
789,-3.9820045452270936,0
790,-11.94601363568128,0
791,-3.9820045452270936,0
792,0.0,0
793,-3.9820045452270936,0
794,-3.9820045452270936,0
795,0.0,0
796,-3.9820045452270936,0
797,0.0,0
798,0.0,0
799,-3.9820045452270936,0
800,-3.9820045452270936,0
801,-11.94601363568128,0
802,0.0,0
803,0.0,0
804,-7.964009090454187,0
805,0.0,0
806,0.0,0
807,-11.94601363568128,0
808,0.0,0
809,-7.964009090454187,0
810,0.0,0
811,0.0,0
812,0.0,0
813,0.0,0
814,-3.9820045452270936,0
815,0.0,0
816,0.0,0
817,0.0,0
818,0.0,0
819,0.0,0
820,0.0,0
821,-3.9820045452270936,0
822,-19.910022726135466,0
823,0.0,0
824,-7.964009090454187,0
825,-3.9820045452270936,0
826,0.0,0
827,-3.9820045452270936,0
828,-7.964009090454187,0
829,0.0,0
830,0.0,0
831,0.0,0
832,-3.9820045452270936,0
833,-3.9820045452270936,0
834,0.0,0
835,-7.964009090454187,0
836,0.0,0
837,0.0,0
838,0.0,0
839,0.0,0
840,-3.9820045452270936,0
841,-7.964009090454187,0
842,0.0,0
843,-3.9820045452270936,0
844,-3.9820045452270936,0
845,-23.807288538886617,1
846,0.0,0
847,0.0,0
848,0.0,0
849,-3.9820045452270936,0
850,-3.9820045452270936,0
851,0.0,0
852,0.0,0
853,0.0,0
854,-7.964009090454187,0
855,0.0,0
856,-3.9820045452270936,0
857,0.0,0
858,-3.9820045452270936,0
859,-3.9820045452270936,0
860,0.0,0
861,-3.9820045452270936,0
862,-3.9820045452270936,0
863,0.0,0
864,-7.964009090454187,0
865,-3.9820045452270936,0
866,-7.964009090454187,0
867,0.0,0
868,0.0,0
869,-7.964009090454187,0
870,0.0,0
871,-7.964009090454187,0
872,-7.964009090454187,0
873,-3.9820045452270936,0
874,0.0,0
875,-3.9820045452270936,0
876,-3.9820045452270936,0
877,-3.9820045452270936,0
878,-3.9820045452270936,0
879,0.0,0
880,-3.9820045452270936,0
881,-3.9820045452270936,0
882,0.0,0
883,-3.9820045452270936,0
884,0.0,0
885,0.0,0
886,-52.50449816002232,2
887,0.0,0
888,-3.9820045452270936,0
889,0.0,0
890,0.0,0
891,-7.964009090454187,0
892,-3.9820045452270936,0
893,-3.9820045452270936,0
894,0.0,0
895,-7.964009090454187,0
896,-7.964009090454187,0
897,0.0,0
898,0.0,0
899,-3.9820045452270936,0
900,-3.9820045452270936,0
901,-7.964009090454187,0
902,0.0,0
903,0.0,0
904,0.0,0
905,0.0,0
906,0.0,0
907,0.0,0
908,-3.9820045452270936,0
909,-7.964009090454187,0
910,-3.9820045452270936,0
911,0.0,0
912,-3.9820045452270936,0
913,-3.9820045452270936,0
914,-3.9820045452270936,0
915,0.0,0
916,0.0,0
917,0.0,0
918,0.0,0
919,0.0,0
920,-7.964009090454187,0
921,0.0,0
922,-27.78929308411371,1
923,-7.964009090454187,0
924,-11.94601363568128,0
925,0.0,0
926,-19.825283993659525,1
927,0.0,0
928,-3.9820045452270936,0
929,-3.9820045452270936,0
930,0.0,0
931,0.0,0
932,-3.9820045452270936,0
933,-3.9820045452270936,0
934,-31.7712976293408,1
935,-3.9820045452270936,0
936,0.0,0
937,-7.964009090454187,0
938,-3.9820045452270936,0
939,0.0,0
940,-7.964009090454187,0
941,-11.94601363568128,0
942,0.0,0
943,0.0,0
944,-11.94601363568128,0
945,0.0,0
946,-16.5,0
947,-7.964009090454187,0
948,-15.928018180908374,0
949,0.0,0
950,0.0,0
951,0.0,0
952,0.0,0
953,-3.9820045452270936,0
954,-3.9820045452270936,0
955,-3.9820045452270936,0
956,-7.964009090454187,0
957,0.0,0
958,0.0,0
959,0.0,0
960,-3.9820045452270936,0
961,0.0,0
962,0.0,0
963,0.0,0
964,-11.94601363568128,0
965,0.0,0
966,0.0,0
967,0.0,0
968,0.0,0
969,0.0,0
970,0.0,0
971,-15.928018180908374,0
972,-7.964009090454187,0
973,-3.9820045452270936,0
974,-3.9820045452270936,0
975,-3.9820045452270936,0
976,-3.9820045452270936,0
977,0.0,0
978,-7.964009090454187,0
979,0.0,0
980,0.0,0
981,0.0,0
982,-7.964009090454187,0
983,-3.9820045452270936,0
984,0.0,0
985,0.0,0
986,-11.94601363568128,0
987,0.0,0
988,-3.9820045452270936,0
989,-7.964009090454187,0
990,0.0,0
991,-3.9820045452270936,0
992,0.0,0
993,-3.9820045452270936,0
994,-3.9820045452270936,0
995,0.0,0
996,0.0,0
997,0.0,0
998,-3.9820045452270936,0
999,-3.9820045452270936,0
1000,-3.9820045452270936,0
