Episodio,Recompensa_Simbiosis,Tripwires_Simbiosis
147,1648.8883105709501,4
148,1613.3302594432519,4
149,738.0768730222165,2
150,0.0,0
151,0.0,0
152,543.2903506943042,1
153,1490.8890018449886,4
154,347.97361937679625,5
155,93.95170396195716,0
156,703.5541306537784,5
157,475.37378652508545,4
158,1683.6159045449185,4
159,1613.3302594432519,4
160,498.51350377110924,1
161,475.97768258160716,1
162,419.08972163219266,5
163,0.0,0
164,650.6321757555347,5
165,189.20346538219158,2
166,1208.4897823646372,4
167,96.19270623457082,0
168,1712.89900547361,4
169,932.889078896941,3
170,96.19270623457082,0
171,1648.8883105709501,4
172,563.0719556863785,1
173,311.04526255830046,5
174,800.3741649508352,2
175,1648.5302798114358,4
176,1398.7418858811657,3
177,1648.8883105709501,4
178,0.0,0
179,0.0,0
180,0.0,0
181,0.0,0
182,0.0,0
183,1494.8848187809838,4
184,1211.8097092851895,3
185,563.0719556863785,1
186,0.0,0
187,475.97768258160716,1
188,0.0,0
189,311.04526255830046,5
190,1275.943895523422,4
191,668.7402031494623,2
192,551.2029926911339,1
193,1651.1599321024705,4
194,555.1593136895488,1
195,1661.6181824341475,4
196,0.0,0
197,0.0,0
198,1211.8097092851895,3
199,823.1159349873436,3
200,96.19270623457082,0
201,436.46968373710223,1
202,1648.8883105709501,4
203,1613.3302594432519,4
204,765.3107026962301,4
205,1648.8883105709501,4
206,847.8500169318138,2
207,615.0252867698007,5
208,1686.1799810054692,4
209,96.19270623457082,0
210,622.1983653045086,4
211,1648.8883105709501,4
212,1151.0755947831744,4
213,475.97768258160716,1
214,466.08688008556993,1
215,779.8651509446752,4
216,1670.941537094545,4
217,1648.8883105709501,4
218,1621.8768311737783,4
219,347.97361937679625,5
220,0.0,0
221,1648.8883105709501,4
222,1716.4735105530783,4
223,1494.8848187809838,4
224,1577.7722083155536,4
225,311.04526255830046,5
226,1382.43858854953,4
227,1542.2141571878553,4
228,1626.5325577006656,4
229,271.2489906640331,0
230,0.0,0
231,475.97768258160716,1
232,1648.8883105709501,4
233,0.0,0
234,568.4053847835073,1
235,311.04526255830046,5
236,96.19270623457082,0
237,525.4869062014371,1
238,0.0,0
239,1648.8883105709501,4
240,1648.8883105709501,4
241,0.0,0
242,441.8348026863271,3
243,0.0,0
244,1581.7285293139685,4
245,419.49200341049675,5
246,456.1960775895327,1
247,1435.833030952975,4
248,96.19270623457082,0
249,0.0,0
250,0.0,0
251,834.0581045770057,2
252,1648.8883105709501,4
253,682.3998537241898,3
254,816.1994489444947,2
255,1545.5469292565297,4
256,897.0411876385937,2
257,1735.2983611500954,4
258,1357.870295725895,4
259,1327.5211787384278,3
260,0.0,0
261,1695.122150595131,4
262,200.0352126925652,0
263,1725.4489058716213,4
264,1062.2066695720187,3
265,1648.8883105709501,4
266,653.0121275102761,1
267,0.0,0
268,187.90340792391433,1
269,1648.8883105709501,4
270,1660.130766274557,4
271,164.16548193342504,1
272,475.97768258160716,1
273,460.15239858794763,1
274,568.7435954105944,1
275,0.0,0
276,0.0,0
277,0.0,0
278,532.3443370586227,1
279,567.9512260443563,1
280,534.059655784424,0
281,857.7228239730774,3
282,0.0,0
283,348.2368902765104,4
284,658.6619277337005,3
285,0.0,0
286,383.88511442476283,5
287,1463.7514114103374,4
288,498.71560857209636,1
289,83.0390619651274,2
290,148.34019793976552,1
291,0.0,0
292,1062.2066695720187,3
293,232.41046928448006,1
294,221.43108400994726,0
295,40.80421225676236,0
296,500.94867048221477,5
297,326.87054655196,5
298,830.0465724389468,2
299,635.2125270634293,2
300,1556.9473577185368,5
301,72.45478024408145,0
302,377.80681584782906,1
303,0.0,0
304,0.0,0
305,124.89079726949453,0
306,323.45169350887187,1
307,121.7011620905054,0
308,530.227656203595,4
309,0.0,0
310,0.0,0
311,354.0688898573397,1
312,0.0,0
313,210.71838455484038,0
314,526.904796336301,4
315,176.32297024888817,0
316,475.97768258160716,1
317,0.0,0
318,0.0,0
319,640.1431645150321,1
320,1577.7722083155536,4
321,0.0,0
322,34.60688898573394,0
323,1133.495663670819,4
324,856.7692211235869,4
325,-6.0,0
326,335.8720235977412,0
327,0.0,0
328,311.04526255830046,5
329,667.1141524156401,5
330,0.0,0
331,222.587347550085,0
332,573.6228657685729,2
333,0.0,0
334,93.95170396195716,0
335,855.0352499145581,2
336,0.0,0
337,88.28006423774103,0
338,0.0,0
339,132.80343926632432,0
340,0.0,0
341,220.6091870508776,0
342,1725.4489058716213,4
343,193.44446765480515,0
344,635.924001743211,2
345,311.04526255830046,5
346,0.0,0
347,0.0,0
348,238.3355809033079,1
349,0.0,0
350,0.0,0
351,96.19270623457082,0
352,793.4653670000249,2
353,392.12925618546035,4
354,311.04526255830046,5
355,1115.5175436554762,4
356,0.0,0
357,0.0,0
358,1409.8727551730994,4
359,0.0,0
360,670.4298383284514,2
361,554.1297860967169,1
362,94.21454573536337,0
363,0.0,0
364,1465.5584722473482,4
365,241.21268900202168,0
366,0.0,0
367,0.0,0
368,82.30190373853351,2
369,-23.087358003170237,0
370,-28.5,0
371,34.60688898573394,0
372,460.15239858794763,1
373,61.58966129485642,0
374,206.9478546893948,1
375,471.04704513000445,1
376,78.12641996829764,0
377,475.97768258160716,1
378,0.0,0
379,96.19270623457082,0
380,982.1586820683389,5
381,311.04526255830046,5
382,311.04526255830046,5
383,0.0,0
384,124.60227194927621,1
385,82.34558274011869,0
386,21.73792599048929,1
387,60.37818661507474,0
388,347.74098659298585,0
389,437.64753450757667,5
390,96.19270623457082,0
391,347.97361937679625,5
392,1104.8346734026345,4
393,1022.9140271473452,4
394,1211.8097092851895,3
395,377.80681584782906,1
396,403.62538425431865,4
397,222.7512991822618,2
398,1577.7722083155536,4
399,475.97768258160716,1
400,0.0,0
401,0.0,0
402,439.0287389227661,0
403,1524.547004671132,4
404,468.75851980978604,3
405,991.2557333739568,2
406,0.0,0
407,952.4604885476663,5
408,0.0,0
409,489.8800172157032,1
410,243.29190190172267,1
411,0.0,0
412,139.64671871475673,3
413,1157.0100762807967,4
414,854.7408194278504,3
415,25.694246988904172,0
416,428.0023636290224,4
417,612.1786932743867,4
418,343.15624786050955,0
419,0.0,0
420,34.86973075914004,0
421,643.125169060259,2
422,311.04526255830046,5
423,665.8592510047288,2
424,0.0,0
425,136.42755594293575,3
426,184.23561224571796,0
427,1048.60054835018,2
428,0.0,0
429,1648.8883105709501,4
430,0.0,0
431,1648.4061503238204,4
432,145.6248792139642,1
433,0.0,0
434,93.24022928217556,0
435,830.0465724389468,2
436,129.5585929476911,0
437,0.0,0
438,0.0,0
439,832.0247329381542,2
440,1305.4985714737415,4
441,341.46276863550094,1
442,330.3309638668503,1
443,679.7063744991809,2
444,108.77698795561669,1
445,187.90340792391433,1
446,221.79882222986666,1
447,0.0,0
448,124.60227194927621,1
449,0.0,0
450,996.295487608021,4
451,0.0,0
452,562.8091139129722,1
453,78.38926174170379,0
454,217.18239364529444,0
455,90.58012169601822,0
456,298.68039587953115,1
457,57.63334029644154,0
458,229.3792599048929,4
459,381.02597861964983,1
460,622.3178805213724,3
461,290.76775388270136,1
462,128.84711826790942,0
463,319.80691078147896,3
464,0.0,0
465,37.85173530436713,0
466,0.0,0
467,290.76775388270136,1
468,238.3355809033079,1
469,311.04526255830046,5
470,180.27929124730306,0
471,0.0,0
472,0.0,0
473,852.7626589286432,3
474,86.0390619651274,0
475,872.5917869683227,2
476,94.21454573536337,0
477,0.0,0
478,157.4720027084163,2
479,892.6696053726544,1
480,311.04526255830046,5
481,256.2160760366116,0
482,822.9744791308923,3
483,274.2053116624478,1
484,384.7194578446586,0
485,235.3792599048929,1
486,228.91406083475138,0
487,7.175483770235869,0
488,368.0168506781187,4
489,0.0,0
490,0.0,0
491,677.7320580459932,1
492,320.4183218700203,2
493,0.0,0
494,188.19193324413285,0
495,288.39617161676244,0
496,358.0613964729895,4
497,94.21454573536337,0
498,30.91340976072516,0
499,580.2174540988306,4
500,0.0,0
501,0.0,0
502,50.695014752799565,0
503,323.6593241426339,1
504,311.04526255830046,5
505,347.35357113153805,3
506,660.5608753332068,1
507,92.23638523615593,0
508,84.32374323932613,0
509,164.11964067257563,0
510,0.0,0
511,120.93447627107967,0
512,160.20916093501015,0
513,51.388493977808345,2
514,0.0,0
515,227.46661790806314,1
516,672.4872117273596,4
517,87.30574778455316,0
518,0.0,0
519,400.89784817697495,0
520,0.0,0
521,111.04367377504244,0
522,177.27544720128324,1
523,810.5868644059419,1
524,0.0,0
525,149.92493667224144,0
526,287.84480452313795,1
527,184.23561224571796,0
528,0.0,0
529,0.0,0
530,288.39617161676244,0
531,0.0,0
532,97.96323610001615,0
533,1046.1350607069003,4
534,1.2410022726135468,0
535,256.7456036294433,0
536,367.1788551251977,1
537,1305.3232758633194,3
538,0.0,0
539,711.3351029857073,3
540,1281.491208806195,4
541,359.60994958823056,0
542,1427.9203889561452,1
543,556.0822630491117,1
544,0.0,0
545,311.04526255830046,5
546,94.21454573536337,0
547,90.25822473694848,0
548,0.0,0
549,94.21454573536337,0
550,0.0,0
551,67.21377797146788,2
552,1721.0960628926819,4
553,0.0,0
554,0.0,0
555,37.56320998414882,1
556,0.0,0
557,109.77698795561669,0
558,847.8500169318138,2
559,0.0,0
560,120.9087927242675,0
561,51.388493977808345,2
562,96.19270623457082,0
563,708.3787819872923,2
564,912.1549969524716,2
565,1363.1294710626564,1
566,92.23638523615593,0
567,38.82605175755492,0
568,718.3881939180962,3
569,13.825283993659527,1
570,1686.1799810054692,4
571,0.0,0
572,0.0,0
573,387.63209984148824,4
574,130.14333168016705,0
575,58.92955370869917,0
576,0.0,0
577,598.6017940316756,1
578,99.14902723298562,0
579,1098.5443427492164,1
580,1648.8883105709501,4
581,0.0,0
582,847.8500169318138,2
583,466.08688008556993,1
584,801.8691057261358,4
585,554.1297860967169,1
586,61.082740966712514,0
587,0.0,0
588,1686.1799810054692,4
589,136.42755594293575,3
590,311.04526255830046,5
591,0.0,0
592,847.8500169318138,2
593,1613.3302594432519,4
594,1289.9361292534863,2
595,475.97768258160716,1
596,729.1603869793671,1
597,0.0,0
598,1648.8883105709501,4
599,223.77313868305453,0
600,298.68039587953115,1
601,1378.808241482209,3
602,1648.8883105709501,4
603,1215.589085812381,4
604,94.21454573536337,0
605,452.93323581612646,0
606,419.08972163219266,5
607,1234.547635275678,3
608,311.04526255830046,5
609,203.9915336909801,0
610,0.0,0
611,1648.8883105709501,4
612,0.0,0
613,508.20461981259893,5
614,1648.8883105709501,4
615,0.0,0
616,530.1033347860091,1
617,356.1495322733401,4
618,0.0,0
619,612.4746010729405,1
620,554.1297860967169,1
621,1666.7894307798886,3
622,982.6649883361965,2
623,0.0,0
624,361.9815318541695,1
625,1648.8883105709501,4
626,863.7362932315457,5
627,96.19270623457082,0
628,0.0,0
629,243.55474367512895,0
630,812.2431279460798,2
631,273.22715116324053,0
632,1148.5085733105516,3
633,475.97768258160716,1
634,311.04526255830046,5
635,1648.8883105709501,4
636,124.86511372268242,0
637,188.19193324413285,0
638,367.7552243688707,5
639,1015.8104623803403,5
640,0.0,0
641,1648.8883105709501,4
642,0.0,0
643,0.0,0
644,554.0861070951316,0
645,82.08274096671252,0
646,894.3515524596046,2
647,153.25283993659528,0
648,62.29668507206848,0
649,0.0,0
650,0.0,0
651,0.0,0
652,0.0,0
653,125.60227194927621,0
654,41.80805630278201,0
655,0.0,0
656,92.23638523615593,0
657,1217.940739019951,4
658,0.0,0
659,0.0,0
660,34.86973075914004,0
661,57.63334029644154,0
662,51.388493977808345,2
663,0.0,0
664,0.0,0
665,0.0,0
666,106.51496141293114,0
667,66.5202987464591,0
668,1633.7509525380176,4
669,563.9512260443564,3
670,68.49845924566655,0
671,0.0,0
672,1211.098508529992,2
673,1514.5687480569868,4
674,0.0,0
675,367.7552243688707,5
676,86.30190373853358,0
677,261.029827892212,4
678,311.04526255830046,5
679,1280.7707065701552,4
680,94.21454573536337,0
681,547.1696210522822,0
682,0.0,0
683,0.0,0
684,252.7456036294433,2
685,149.88125767065634,2
686,209.26975164846468,0
687,0.0,0
688,78.12641996829764,0
689,86.30190373853358,0
690,0.0,0
691,167.5540708448837,0
692,1686.1799810054692,4
693,953.1618231239202,1
694,0.0,0
695,0.0,0
696,311.04526255830046,5
697,1615.4549335165666,3
698,271.2489906640331,0
699,0.0,0
700,0.0,0
701,1211.8097092851895,3
702,0.0,0
703,0.0,0
704,608.2297547543067,0
705,78.12641996829764,0
706,1026.9473610921666,2
707,58.344814976223226,0
708,604.3504843963283,1
709,0.0,0
710,0.0,0
711,0.0,0
712,735.9976832836875,2
713,311.04526255830046,5
714,45.47585198097858,1
715,1.2410022726135468,0
716,351.6973075914008,0
717,1134.4759225134371,1
718,1179.2922072676386,4
719,1593.6463301672488,4
720,727.9196083385649,2
721,923.9982764009037,2
722,84.32374323932613,0
723,454.90923405606975,0
724,17.066286266273075,0
725,296.3088136135922,0
726,1008.8089239380964,1
727,1648.8883105709501,4
728,0.0,0
729,515.0182712829264,4
730,550.1297860967167,2
731,796.4178439524202,2
732,1665.8014825668179,4
733,419.24713393069163,0
734,385.55866886173766,5
735,1485.8312554631402,5
736,252.16086489696735,0
737,96.19270623457082,0
738,290.76775388270136,1
739,243.16901000043654,1
740,876.6873676015168,3
741,74.22531010952683,0
742,134.44723318446398,0
743,494.7374480728886,2
744,466.08688008556993,1
745,1546.1704781862702,4
746,847.8500169318138,2
747,129.82527876711686,0
748,554.1297860967169,1
749,320.0467396040816,0
750,0.0,0
751,311.04526255830046,5
752,26.694246988904172,0
753,33.60688898573394,0
754,0.0,0
755,140.42755594293575,1
756,1648.8883105709501,4
757,86.30190373853358,0
758,550.060810161157,3
759,774.670232909175,5
760,347.97361937679625,5
761,1648.8883105709501,4
762,347.97361937679625,5
763,1842.4117667401224,4
764,166.43216775285092,0
765,53.388493977808345,1
766,355.88626137362604,5
767,686.6190164960108,2
768,444.32711459428805,1
769,660.1161096340229,1
770,1289.9361292534866,2
771,1613.3790973012876,4
772,1613.3302594432519,4
773,311.04526255830046,5
774,1098.0545608303657,3
775,475.97768258160716,1
776,475.97768258160716,1
777,832.0247329381542,2
778,822.7321391865822,4
779,0.0,0
780,93.95170396195716,0
781,1850.7783670054632,4
782,475.97768258160716,1
783,172.36664925047327,0
784,0.0,0
785,806.9068551929228,4
786,549.173465098302,1
787,827.5363543577969,4
788,1613.3302594432519,4
789,643.7280071495939,4
790,610.4707570269204,2
791,1613.3302594432519,4
792,611.47075702692,1
793,1648.8883105709501,4
794,316.3827879719045,0
795,347.97361937679625,5
796,1201.9189067891523,2
797,1577.7722083155536,4
798,492.7811270744741,1
799,0.0,0
800,1648.8883105709501,4
801,1367.783506223118,3
802,0.0,0
803,0.0,0
804,0.0,0
805,967.2727513000027,5
806,229.3792599048929,4
807,1053.5568693485948,3
808,751.6620821794876,4
809,1650.1495034835552,4
810,237.25636800360672,0
811,96.19270623457082,0
812,351.6973075914008,0
813,1043.0431012439828,4
814,1202.6542813366752,4
815,895.5362559307669,4
816,1648.8883105709501,4
817,847.8500169318138,2
818,1581.7285293139685,4
819,1648.8883105709501,4
820,1850.7783670054632,4
821,466.08688008556993,1
822,1648.8883105709501,4
823,0.0,0
824,1244.8375395660821,5
825,1400.450275435699,4
826,1613.3790973012876,4
827,96.19270623457082,0
828,650.0339670110692,2
829,847.8500169318138,2
830,1584.9705370004294,4
831,1200.9189067891523,2
832,1377.1231081312158,4
833,560.0385840475267,1
834,1609.520452018944,4
835,576.842028540394,1
836,830.0465724389468,2
837,1673.1576542132425,4
838,890.3585480511902,5
839,1349.737350239375,3
840,604.7276156562147,5
841,1449.8755058795698,3
842,474.2983261267075,5
843,311.04526255830046,5
844,1648.8883105709501,4
845,1694.074154876594,4
846,1607.688805093844,2
847,1648.8883105709501,4
848,311.04526255830046,5
849,1648.8883105709501,4
850,0.0,0
851,1514.5687480569868,4
852,845.4374745667351,3
853,0.0,0
854,144.38387694135062,0
855,1695.9962620966594,4
856,1648.8883105709501,4
857,0.0,0
858,1546.5611810505561,3
859,1618.793220614232,4
860,1648.8883105709501,4
861,722.5026463934481,5
862,1038.7315853549353,2
863,0.0,0
864,0.0,0
865,0.0,0
866,893.5390485405011,2
867,347.97361937679625,5
868,1648.8883105709501,4
869,752.8983129698564,2
870,0.0,0
871,133.514913946106,0
872,386.96046011727213,1
873,1451.1769249242368,3
874,535.3006580570377,1
875,1737.8292634233635,4
876,409.2965948522269,4
877,116.95247172585262,0
878,605.5914866689426,1
879,318.65932414263386,2
880,475.97768258160716,1
881,1648.8883105709501,4
882,1533.9392069888495,4
883,0.0,0
884,0.0,0
885,1701.3595336945157,4
886,1648.8883105709501,4
887,1725.4489058716213,4
888,1051.6160273894977,4
889,487.82480607605913,2
890,96.19270623457082,0
891,375.80703947964037,4
892,757.8109549666858,1
893,1648.8883105709501,4
894,1700.3491050755993,4
895,755.8704141295669,4
896,423.0460426306076,5
897,1629.204381294947,4
898,0.0,0
899,475.97768258160716,1
900,629.9676807447961,1
901,96.19270623457082,0
902,1648.8883105709501,4
903,243.55474367512895,0
904,1343.346462732087,3
905,1648.8883105709501,4
906,96.19270623457082,0
907,0.0,0
908,1681.5242544785833,4
909,253.44554617116617,0
910,1712.729462627341,4
911,475.97768258160716,1
912,475.97768258160716,1
913,347.97361937679625,5
914,1648.8883105709501,4
915,1648.8883105709501,4
916,847.8500169318138,2
917,1035.9859572542648,2
918,1613.3302594432519,4
919,582.4918287638176,1
920,1287.9579687542794,3
921,1639.3415114257325,4
922,0.0,0
923,346.1562478605099,1
924,1742.012563556034,4
925,355.88626137362604,5
926,1648.8883105709501,4
927,96.19270623457082,0
928,1648.8883105709501,4
929,567.5494347888222,3
930,1211.8097092851895,3
931,1723.1877129590173,4
932,1613.3302594432519,4
933,96.19270623457082,0
934,847.8500169318138,2
935,1159.158597165787,3
936,347.97361937679625,5
937,475.97768258160716,1
938,1154.4430548081734,2
939,1638.898390031536,4
940,456.1960775895327,1
941,1783.3111410540778,3
942,784.5488809571756,2
943,1648.8883105709501,4
944,263.33634866720337,0
945,1028.8189433581053,2
946,744.9856709730267,1
947,1648.8883105709501,4
948,475.97768258160716,1
949,0.0,0
950,1683.6159045449185,4
951,1577.7722083155536,4
952,1365.950544487587,4
953,0.0,0
954,0.0,0
955,1650.1495034835543,4
956,0.0,0
957,0.0,0
958,1062.73167419988,5
959,0.0,0
960,1192.583895237113,2
961,1519.159961209866,3
962,0.0,0
963,0.0,0
964,1589.4916515598347,4
965,1613.3302594432519,4
966,0.0,0
967,311.04526255830046,5
968,1577.1871984217837,4
969,1211.8097092851895,3
970,475.97768258160716,1
971,1019.6721271355624,4
972,1208.4734365320335,4
973,1671.0660041469064,4
974,1248.394758770131,3
975,1011.0373383660311,2
976,0.0,0
977,919.017953642432,2
978,1686.1799810054692,4
979,1368.8197632701006,1
980,529.3661765594154,1
981,0.0,0
982,652.0378110570892,1
983,1648.8883105709501,4
984,279.16163266086284,0
985,1426.7636467504465,3
986,1165.7529618642334,2
987,1648.8883105709501,4
988,1244.438437771716,3
989,800.9723736953005,4
990,1648.8883105709501,4
991,1783.3111410540778,3
992,466.08688008556993,1
993,96.19270623457082,0
994,476.9558430808144,1
995,466.08688008556993,1
996,1062.9862916215181,4
997,1130.2507441861576,5
998,1578.5794429596467,4
999,847.8500169318138,2
1000,347.97361937679625,5
